gps_tow(sec), total_sv, prn, pseudorange(m), snr(dB-Hz), el(deg), az(deg), err_tropo(m), err_iono(m), sat_clk_err(m), sat_pos_x(m), sat_pos_y(m), sat_pos_z(m)
311097,13, 89, 37286680.1590,34.00,65.11,190.11, 2.64, 1.61, -54027.19,-14796638.7073, 39486505.2665,   998237.4885
311097,13, 93, 36831682.2750,29.00,74.47,106.88, 2.48, 1.54, -88311.41,-24306586.3396, 31707826.6512, 12936496.6032
311097,13, 94, 36966406.7160,28.00,76.38,302.64, 2.46, 1.53,  44300.86, -8470081.1279, 36321136.3824, 19968147.6012
311097,13, 96, 36849269.9480,31.00,74.20,342.20, 2.49, 1.54,   5078.02,-11344781.0450, 32554160.6555, 24154799.2560
311097,13, 99, 37697498.6820,34.00,58.63,245.54, 2.80, 1.70, -53424.67,   336357.5903, 41710157.3819,  6994182.6108
311098,13,  1, 21073569.3290,36.00,75.90, 63.45, 2.47, 1.53,  -7895.99,-13485755.2084, 19307775.2079, 11854686.3483
311098,13,  7, 21329773.0070,39.00,63.50,220.93, 2.67, 1.63,  73033.84, -4979588.9177, 25691939.3700,  2981643.2963
311098,13,  8, 24292340.7790,26.00,24.73, 45.05, 5.69, 2.95, -26851.71,-17473771.8380,  2287678.4730, 19970417.0767
311098,13, 11, 21497136.1960,39.00,64.31, 20.18, 2.65, 1.62,-220437.52,-10857434.1473, 16743440.2244, 17032477.7262
311098,13, 17, 24639665.4280,18.00,21.94,271.37, 6.36, 3.13, -38026.42, 14335794.4157, 21663480.5188,  6251858.5215
311098,13, 22, 24013941.4540,26.00,27.29,118.36, 5.20, 2.80, -82650.67,-24339233.8433, 10276080.9017, -2571104.7647
311098,13, 30, 21718870.5460,31.00,58.97,280.81, 2.79, 1.70,  32302.05,   748754.4339, 24065341.5924, 11047802.8582
311098,13, 88, 38265558.9010,32.00,47.06,236.46, 3.27, 1.96, -57975.46,  4358995.4570, 41951003.5786,  -205550.2003
311098,13, 89, 37286751.1300,32.00,65.11,190.11, 2.64, 1.61, -54027.17,-14796637.7079, 39486506.9689,   998278.1733
311098,13, 93, 36831739.1100,28.00,74.47,106.90, 2.48, 1.54, -88311.41,-24306268.5150, 31708980.6968, 12934222.6732
311098,13, 94, 36966546.1950,26.00,76.37,302.66, 2.46, 1.53,  44300.86, -8468958.5106, 36320208.5520, 19970309.9146
311098,13, 96, 36849249.6010,29.00,74.20,342.19, 2.49, 1.54,   5078.01,-11344936.9284, 32555360.9685, 24153083.0352
311098,13, 99, 37697553.8950,33.00,58.63,245.55, 2.80, 1.70, -53424.67,   337650.1378, 41709729.3583,  6996667.5260
311099,13,  1, 21073748.8570,38.00,75.89, 63.42, 2.47, 1.53,  -7895.99,-13485592.6564, 19306229.8688, 11857385.1011
311099,13,  7, 21330064.3210,41.00,63.49,220.92, 2.67, 1.63,  73033.84, -4979993.0474, 25692199.3110,  2978471.2242
311099,13,  8, 24292791.8500,26.00,24.73, 45.05, 5.69, 2.95, -26851.71,-17475521.3949,  2285866.5783, 19969102.8174
311099,13, 11, 21497458.7980,43.00,64.30, 20.18, 2.65, 1.62,-220437.53,-10858064.5740, 16741225.2036, 17034183.7944
311099,13, 17, 24639498.2550,18.00,21.94,271.38, 6.36, 3.13, -38026.42, 14335153.1072, 21663066.7869,  6254940.4525
311099,13, 22, 24013737.7050,26.00,27.29,118.35, 5.20, 2.80, -82650.68,-24339697.0658, 10275823.6266, -2568034.5558
311099,13, 30, 21718839.8340,34.00,58.97,280.80, 2.79, 1.70,  32302.04,   748047.2506, 24066597.3719, 11045099.6685
311099,13, 88, 38265625.6830,33.00,47.06,236.46, 3.27, 1.96, -57975.47,  4358998.5547, 41951004.2394,  -205465.9046
311099,13, 89, 37286821.8550,33.00,65.11,190.11, 2.64, 1.61, -54027.15,-14796636.7084, 39486508.6713,   998318.8529
311099,13, 93, 36831796.6430,28.00,74.47,106.92, 2.48, 1.54, -88311.42,-24305950.5209, 31710134.6938, 12931948.6730
311099,13, 94, 36966688.6940,26.00,76.37,302.67, 2.46, 1.53,  44300.87, -8467836.0292, 36319280.5597, 19972472.1228
311099,13, 96, 36849227.4390,29.00,74.20,342.19, 2.49, 1.54,   5078.00,-11345092.6371, 32556561.3035, 24151366.6848
311099,13, 99, 37697609.1950,34.00,58.63,245.56, 2.80, 1.70, -53424.68,   338942.6229, 41709301.1483,  6999152.4042
311100,13,  1, 21073928.3850,38.00,75.89, 63.39, 2.47, 1.53,  -7895.99,-13485430.1081, 19304684.1894, 11860083.5954
311100,13,  7, 21330355.8970,41.00,63.49,220.90, 2.67, 1.63,  73033.83, -4980397.0570, 25692458.8872,  2975299.0871
311100,13,  8, 24293246.4630,26.00,24.72, 45.06, 5.69, 2.95, -26851.71,-17477270.9403,  2284054.9027, 19967788.1368
311100,13, 11, 21497781.7670,44.00,64.29, 20.18, 2.65, 1.62,-220437.53,-10858695.1415, 16739009.9951, 17035889.4861
311100,13, 17, 24639333.6820,20.00,21.94,271.38, 6.36, 3.13, -38026.42, 14334511.5144, 21662652.8111,  6258022.2536
311100,13, 22, 24013528.8430,27.00,27.29,118.35, 5.19, 2.80, -82650.68,-24340159.9365, 10275566.2548, -2564964.2922
311100,13, 30, 21718806.5390,33.00,58.97,280.78, 2.79, 1.70,  32302.04,   747340.2377, 24067852.8669, 11042396.2412
311100,13, 88, 38265692.2030,34.00,47.06,236.46, 3.26, 1.96, -57975.48,  4359001.6525, 41951004.8999,  -205381.6077
311100,13, 89, 37286893.0700,34.00,65.11,190.11, 2.64, 1.61, -54027.12,-14796635.7088, 39486510.3739,   998359.5271
311100,13, 93, 36831856.0610,30.00,74.47,106.93, 2.48, 1.54, -88311.42,-24305632.3566, 31711288.6426, 12929674.6037
311100,13, 94, 36966828.9940,27.00,76.37,302.68, 2.46, 1.53,  44300.88, -8466713.6835, 36318352.4058, 19974634.2259
311100,13, 96, 36849205.3120,31.00,74.21,342.18, 2.49, 1.54,   5078.00,-11345248.1698, 32557761.6602, 24149650.2058
311100,13, 99, 37697664.8080,35.00,58.63,245.57, 2.80, 1.70, -53424.69,   340235.0452, 41708872.7517,  7001637.2462
311101,13,  1, 21074108.3320,36.00,75.88, 63.36, 2.47, 1.53,  -7895.99,-13485267.5640, 19303138.1685, 11862781.8323
311101,13,  7, 21330647.4900,38.00,63.48,220.89, 2.67, 1.63,  73033.83, -4980800.9462, 25692718.0984,  2972126.8859
311101,13,  8, 24293703.0830,25.00,24.72, 45.07, 5.69, 2.95, -26851.71,-17479020.4738,  2282243.4469, 19966473.0353
311101,13, 11, 21498104.5780,40.00,64.29, 20.19, 2.65, 1.62,-220437.53,-10859325.8505, 16736794.5974, 17037594.8022
311101,13, 17, 24639168.6560,19.00,21.95,271.39, 6.35, 3.13, -38026.42, 14333869.6385, 21662238.5913,  6261103.9231
311101,13, 22, 24013320.6800,26.00,27.30,118.34, 5.19, 2.80, -82650.68,-24340622.4554, 10275308.7860, -2561893.9738
311101,13, 30, 21718783.4870,32.00,58.97,280.77, 2.79, 1.70,  32302.04,   746633.3964, 24069108.0765, 11039692.5778
311101,13, 88, 38265759.1250,34.00,47.06,236.46, 3.26, 1.96, -57975.48,  4359004.7497, 41951005.5603,  -205297.3097
311101,13, 89, 37286964.0570,34.00,65.11,190.11, 2.64, 1.61, -54027.10,-14796634.7089, 39486512.0765,   998400.1961
311101,13, 93, 36831906.5970,29.00,74.47,106.95, 2.48, 1.54, -88311.43,-24305314.0223, 31712442.5429, 12927400.4649
311101,13, 94, 36966968.5250,28.00,76.36,302.69, 2.46, 1.53,  44300.89, -8465591.4741, 36317424.0897, 19976796.2243
311101,13, 96, 36849182.7670,31.00,74.21,342.17, 2.48, 1.54,   5077.99,-11345403.5272, 32558962.0388, 24147933.5978
311101,13, 99, 37697720.4220,35.00,58.63,245.58, 2.80, 1.70, -53424.69,   341527.4054, 41708444.1687,  7004122.0508
311102,13,  1, 21074288.7320,36.00,75.88, 63.33, 2.47, 1.53,  -7895.99,-13485105.0235, 19301591.8074, 11865479.8106
311102,13,  7, 21330939.3620,39.00,63.47,220.87, 2.67, 1.63,  73033.83, -4981204.7159, 25692976.9445,  2968954.6190
311102,13,  8, 24294155.6540,24.00,24.71, 45.07, 5.69, 2.95, -26851.71,-17480769.9962,  2280432.2096, 19965157.5121
311102,13, 11, 21498427.7390,41.00,64.28, 20.19, 2.65, 1.62,-220437.53,-10859956.7004, 16734579.0120, 17039299.7418
311102,13, 17, 24639002.8440,18.00,21.95,271.40, 6.35, 3.13, -38026.41, 14333227.4788, 21661824.1276,  6264185.4618
311102,13, 22, 24013115.2210,26.00,27.30,118.33, 5.19, 2.80, -82650.69,-24341084.6225, 10275051.2203, -2558823.6009
311102,13, 30, 21718751.2560,32.00,58.98,280.75, 2.79, 1.70,  32302.04,   745926.7255, 24070363.0014, 11036988.6770
311102,13, 88, 38265825.5400,34.00,47.06,236.46, 3.26, 1.96, -57975.49,  4359007.8477, 41951006.2203,  -205213.0107
311102,13, 89, 37287035.2710,35.00,65.11,190.11, 2.64, 1.61, -54027.08,-14796633.7090, 39486513.7792,   998440.8597
311102,13, 93, 36831971.1110,29.00,74.47,106.96, 2.48, 1.54, -88311.43,-24304995.5183, 31713596.3947, 12925126.2565
311102,13, 94, 36967110.6050,28.00,76.36,302.70, 2.46, 1.53,  44300.89, -8464469.4001, 36316495.6122, 19978958.1170
311102,13, 96, 36849165.3510,31.00,74.21,342.17, 2.48, 1.54,   5077.98,-11345558.7098, 32560162.4392, 24146216.8602
311102,13, 99, 37697775.9840,35.00,58.63,245.59, 2.80, 1.70, -53424.70,   342819.7030, 41708015.3993,  7006606.8184
311103,13,  1, 21074469.0280,36.00,75.87, 63.30, 2.47, 1.53,  -7896.00,-13484942.4873, 19300045.1049, 11868177.5315
311103,13,  7, 21331231.3390,39.00,63.47,220.86, 2.67, 1.63,  73033.83, -4981608.3657, 25693235.4257,  2965782.2874
311103,13,  8, 24294609.1680,23.00,24.71, 45.08, 5.69, 2.95, -26851.71,-17482519.5069,  2278621.1914, 19963841.5678
311103,13, 11, 21498750.7250,40.00,64.27, 20.20, 2.65, 1.62,-220437.53,-10860587.6919, 16732363.2376, 17041004.3057
311103,13, 17, 24638835.0250,17.00,21.95,271.41, 6.35, 3.13, -38026.41, 14332585.0348, 21661409.4202,  6267266.8702
311103,13, 22, 24012909.0810,26.00,27.30,118.32, 5.19, 2.80, -82650.69,-24341546.4378, 10274793.5577, -2555753.1734
311103,13, 30, 21718719.0080,32.00,58.98,280.73, 2.79, 1.70,  32302.04,   745220.2262, 24071617.6410, 11034284.5402
311103,13, 88, 38265892.3220,34.00,47.06,236.46, 3.26, 1.96, -57975.50,  4359010.9458, 41951006.8801,  -205128.7105
311103,13, 89, 37287106.6250,35.00,65.11,190.11, 2.64, 1.61, -54027.06,-14796632.7089, 39486515.4820,   998481.5181
311103,13, 93, 36832024.4730,30.00,74.47,106.98, 2.48, 1.54, -88311.44,-24304676.8444, 31714750.1980, 12922851.9785
311103,13, 94, 36967250.1020,28.00,76.36,302.72, 2.46, 1.53,  44300.90, -8463347.4620, 36315566.9730, 19981119.9046
311103,13, 96, 36849146.4000,31.00,74.21,342.16, 2.48, 1.54,   5077.97,-11345713.7165, 32561362.8612, 24144499.9941
311103,13, 99, 37697831.7020,35.00,58.63,245.59, 2.80, 1.70, -53424.71,   344111.9382, 41707586.4434,  7009091.5490
311104,13,  1, 21074649.6200,36.00,75.87, 63.27, 2.47, 1.53,  -7896.00,-13484779.9549, 19298498.0623, 11870874.9935
311104,13,  7, 21331523.7350,40.00,63.46,220.85, 2.67, 1.63,  73033.82, -4982011.8957, 25693493.5419,  2962609.8911
311104,13,  8, 24295058.2140,24.00,24.71, 45.08, 5.69, 2.95, -26851.71,-17484269.0056,  2276810.3932, 19962525.2027
311104,13, 11, 21499073.6410,40.00,64.26, 20.20, 2.65, 1.62,-220437.53,-10861218.8242, 16730147.2756, 17042708.4929
311104,13, 17, 24638665.4780,19.00,21.96,271.41, 6.35, 3.13, -38026.41, 14331942.3075, 21660994.4689,  6270348.1469
311104,13, 22, 24012707.2870,27.00,27.31,118.31, 5.19, 2.80, -82650.70,-24342007.9013, 10274535.7980, -2552682.6915
311104,13, 30, 21718688.4180,32.00,58.98,280.72, 2.79, 1.70,  32302.04,   744513.8972, 24072871.9957, 11031580.1661
311104,13, 88, 38265958.8770,34.00,47.06,236.46, 3.26, 1.96, -57975.51,  4359014.0441, 41951007.5396,  -205044.4093
311104,13, 89, 37287177.5780,35.00,65.11,190.11, 2.64, 1.61, -54027.04,-14796631.7086, 39486517.1849,   998522.1711
311104,13, 93, 36832082.0240,30.00,74.47,106.99, 2.48, 1.54, -88311.44,-24304358.0011, 31715903.9526, 12920577.6304
311104,13, 94, 36967388.9710,28.00,76.35,302.73, 2.46, 1.53,  44300.91, -8462225.6598, 36314638.1721, 19983281.5869
311104,13, 96, 36849126.0010,31.00,74.22,342.16, 2.49, 1.54,   5077.96,-11345868.5477, 32562563.3051, 24142782.9988
311104,13, 99, 37697887.1420,35.00,58.63,245.60, 2.80, 1.70, -53424.71,   345404.1107, 41707157.3011,  7011576.2428
311105,13,  1, 21074830.2120,37.00,75.86, 63.25, 2.47, 1.53,  -7896.00,-13484617.4270, 19296950.6782, 11873572.1981
311105,13,  7, 21331815.6250,40.00,63.45,220.83, 2.67, 1.63,  73033.82, -4982415.3059, 25693751.2930,  2959437.4301
311105,13,  8, 24295511.7800,24.00,24.70, 45.09, 5.69, 2.95, -26851.71,-17486018.4929,  2274999.8135, 19961208.4160
311105,13, 11, 21499396.4530,40.00,64.25, 20.20, 2.65, 1.62,-220437.53,-10861850.0982, 16727931.1247, 17044412.3044
311105,13, 17, 24638495.7580,19.00,21.96,271.42, 6.35, 3.13, -38026.41, 14331299.2964, 21660579.2739,  6273429.2926
311105,13, 22, 24012504.0270,26.00,27.31,118.31, 5.19, 2.80, -82650.70,-24342469.0128, 10274277.9417, -2549612.1558
311105,13, 30, 21718657.7060,32.00,58.98,280.70, 2.79, 1.70,  32302.04,   743807.7397, 24074126.0650, 11028875.5560
311105,13, 88, 38266025.5720,34.00,47.06,236.46, 3.26, 1.96, -57975.52,  4359017.1425, 41951008.1989,  -204960.1069
311105,13, 89, 37287248.5310,34.00,65.11,190.11, 2.64, 1.61, -54027.02,-14796630.7082, 39486518.8878,   998562.8189
311105,13, 93, 36832138.3540,30.00,74.47,107.01, 2.48, 1.54, -88311.44,-24304038.9875, 31717057.6588, 12918303.2133
311105,13, 94, 36967528.0320,28.00,76.35,302.74, 2.46, 1.53,  44300.91, -8461103.9936, 36313709.2096, 19985443.1640
311105,13, 96, 36849104.1360,31.00,74.22,342.15, 2.48, 1.54,   5077.95,-11346023.2043, 32563763.7707, 24141065.8742
311105,13, 99, 37697942.6860,35.00,58.63,245.61, 2.80, 1.70, -53424.72,   346696.2203, 41706727.9723,  7014060.9002
311106,13,  1, 21075010.8740,37.00,75.86, 63.22, 2.47, 1.53,  -7896.00,-13484454.9029, 19295402.9541, 11876269.1437
311106,13,  7, 21332107.9510,41.00,63.45,220.82, 2.67, 1.63,  73033.82, -4982818.5963, 25694008.6790,  2956264.9045
311106,13,  8, 24295963.7930,25.00,24.70, 45.10, 5.69, 2.95, -26851.71,-17487767.9684,  2273189.4531, 19959891.2083
311106,13, 11, 21499719.8580,41.00,64.25, 20.21, 2.65, 1.62,-220437.54,-10862481.5129, 16725714.7863, 17046115.7393
311106,13, 17, 24638329.7010,20.00,21.96,271.43, 6.35, 3.13, -38026.41, 14330656.0009, 21660163.8354,  6276510.3079
311106,13, 22, 24012298.7080,27.00,27.31,118.30, 5.19, 2.80, -82650.70,-24342929.7728, 10274019.9879, -2546541.5651
311106,13, 30, 21718626.9240,32.00,58.99,280.69, 2.79, 1.70,  32302.04,   743101.7531, 24075379.8490, 11026170.7094
311106,13, 88, 38266092.0580,34.00,47.07,236.46, 3.26, 1.96, -57975.52,  4359020.2409, 41951008.8579,  -204875.8035
311106,13, 89, 37287319.6400,34.00,65.11,190.11, 2.64, 1.61, -54026.99,-14796629.7076, 39486520.5909,   998603.4613
311106,13, 93, 36832198.0680,30.00,74.47,107.02, 2.48, 1.54, -88311.45,-24303719.8041, 31718211.3164, 12916028.7267
311106,13, 94, 36967669.7800,28.00,76.35,302.75, 2.46, 1.53,  44300.92, -8459982.4633, 36312780.0854, 19987604.6359
311106,13, 96, 36849083.6840,31.00,74.22,342.15, 2.48, 1.54,   5077.95,-11346177.6848, 32564964.2579, 24139348.6210
311106,13, 99, 37697998.3170,35.00,58.63,245.62, 2.80, 1.70, -53424.73,   347988.2676, 41706298.4572,  7016545.5201
311107,13,  1, 21075191.6760,37.00,75.85, 63.19, 2.47, 1.53,  -7896.00,-13484292.3830, 19293854.8893, 11878965.8310
311107,13,  7, 21332400.4870,41.00,63.44,220.81, 2.67, 1.63,  73033.82, -4983221.7670, 25694265.6999,  2953092.3145
311107,13,  8, 24296418.3540,26.00,24.69, 45.10, 5.69, 2.95, -26851.71,-17489517.4316,  2271379.3127, 19958573.5797
311107,13, 11, 21500043.6120,41.00,64.24, 20.21, 2.65, 1.62,-220437.54,-10863113.0695, 16723498.2592, 17047818.7982
311107,13, 17, 24638164.7790,21.00,21.97,271.44, 6.35, 3.13, -38026.41, 14330012.4221, 21659748.1531,  6279591.1913
311107,13, 22, 24012092.9700,27.00,27.32,118.29, 5.19, 2.80, -82650.71,-24343390.1811, 10273761.9369, -2543470.9201
311107,13, 30, 21718596.8400,32.00,58.99,280.67, 2.79, 1.70,  32302.03,   742395.9368, 24076633.3481, 11023465.6257
311107,13, 88, 38266158.9090,35.00,47.07,236.46, 3.26, 1.96, -57975.53,  4359023.3395, 41951009.5167,  -204791.4990
311107,13, 89, 37287390.6100,35.00,65.11,190.11, 2.63, 1.61, -54026.97,-14796628.7068, 39486522.2940,   998644.0985
311107,13, 93, 36832256.5440,31.00,74.47,107.04, 2.48, 1.54, -88311.45,-24303400.4509, 31719364.9254, 12913754.1706
311107,13, 94, 36967810.6030,29.00,76.34,302.76, 2.46, 1.53,  44300.93, -8458861.0689, 36311850.7995, 19989766.0026
311107,13, 96, 36849061.2610,32.00,74.23,342.14, 2.48, 1.54,   5077.94,-11346331.9900, 32566164.7668, 24137631.2387
311107,13, 99, 37698054.0360,36.00,58.63,245.63, 2.80, 1.70, -53424.73,   349280.2523, 41705868.7557,  7019030.1030
311108,13,  1, 21075372.4950,36.00,75.85, 63.16, 2.46, 1.53,  -7896.00,-13484129.8677, 19292306.4832, 11881662.2606
311108,13,  7, 21332692.8820,41.00,63.43,220.79, 2.67, 1.63,  73033.81, -4983624.8180, 25694522.3558,  2949919.6600
311108,13,  8, 24296874.1890,27.00,24.69, 45.11, 5.69, 2.95, -26851.71,-17491266.8833,  2269569.3909, 19957255.5298
311108,13, 11, 21500366.9640,41.00,64.23, 20.22, 2.65, 1.62,-220437.54,-10863744.7668, 16721281.5446, 17049521.4804
311108,13, 17, 24638000.8350,21.00,21.97,271.44, 6.34, 3.13, -38026.41, 14329368.5594, 21659332.2272,  6282671.9434
311108,13, 22, 24011889.2730,27.00,27.32,118.28, 5.18, 2.80, -82650.71,-24343850.2376, 10273503.7886, -2540400.2208
311108,13, 30, 21718566.6680,32.00,58.99,280.65, 2.79, 1.70,  32302.03,   741690.2918, 24077886.5616, 11020760.3062
311108,13, 88, 38266225.3950,34.00,47.07,236.46, 3.26, 1.96, -57975.54,  4359026.4382, 41951010.1752,  -204707.1934
311108,13, 89, 37287461.7020,35.00,65.11,190.11, 2.63, 1.61, -54026.95,-14796627.7059, 39486523.9972,   998684.7303
311108,13, 93, 36832313.2750,30.00,74.47,107.05, 2.48, 1.54, -88311.46,-24303080.9279, 31720518.4857, 12911479.5449
311108,13, 94, 36967950.3790,29.00,76.34,302.77, 2.46, 1.53,  44300.94, -8457739.8106, 36310921.3521, 19991927.2640
311108,13, 96, 36849043.2520,32.00,74.23,342.14, 2.48, 1.54,   5077.93,-11346486.1198, 32567365.2973, 24135913.7275
311108,13, 99, 37698109.5970,34.00,58.63,245.64, 2.80, 1.70, -53424.74,   350572.1744, 41705438.8677,  7021514.6489
311109,15,  1, 21075553.8200,36.00,75.84, 63.13, 2.46, 1.53,  -7896.00,-13483967.3564, 19290757.7370, 11884358.4312
311109,15,  7, 21332985.4180,41.00,63.43,220.78, 2.67, 1.63,  73033.81, -4984027.7495, 25694778.6464,  2946746.9411
311109,15,  8, 24297329.0980,28.00,24.69, 45.12, 5.69, 2.95, -26851.71,-17493016.3231,  2267759.6884, 19955937.0589
311109,15,  9, 25957113.5210,22.00, 5.62,201.83,21.64, 4.47, 149169.44,  1525230.6062, 19342579.6034,-18171142.0544
311109,15, 11, 21500690.7530,41.00,64.22, 20.22, 2.65, 1.62,-220437.54,-10864376.6055, 16719064.6421, 17051223.7863
311109,15, 17, 24637834.5690,22.00,21.97,271.45, 6.34, 3.13, -38026.40, 14328724.4122, 21658916.0579,  6285752.5649
311109,15, 22, 24011684.4600,26.00,27.32,118.28, 5.19, 2.80, -82650.72,-24344309.9424, 10273245.5431, -2537329.4674
311109,15, 28, 23811621.5000,12.00,32.98,329.09, 4.38, 2.50, 205261.96,  4480186.5145, 14309043.7776, 22553804.1945
311109,15, 30, 21718534.4550,31.00,58.99,280.64, 2.79, 1.70,  32302.03,   740984.8171, 24079139.4901, 11018054.7497
311109,15, 88, 38266292.2460,34.00,47.07,236.46, 3.26, 1.96, -57975.55,  4359029.5370, 41951010.8334,  -204622.8867
311109,15, 89, 37287532.8990,35.00,65.11,190.11, 2.63, 1.61, -54026.93,-14796626.7049, 39486525.7004,   998725.3569
311109,15, 93, 36832370.7560,30.00,74.47,107.07, 2.48, 1.54, -88311.46,-24302761.2356, 31721671.9973, 12909204.8492
311109,15, 94, 36968091.0460,29.00,76.34,302.79, 2.46, 1.53,  44300.94, -8456618.6883, 36309991.7430, 19994088.4202
311109,15, 96, 36849023.9350,31.00,74.23,342.13, 2.48, 1.54,   5077.92,-11346640.0748, 32568565.8495, 24134196.0868
311109,15, 99, 37698165.3330,35.00,58.63,245.65, 2.80, 1.70, -53424.75,   351864.0333, 41705008.7933,  7023999.1584
311110,15,  1, 21075734.9710,36.00,75.83, 63.10, 2.46, 1.53,  -7896.01,-13483804.8498, 19289208.6496, 11887054.3438
311110,15,  7, 21333278.3200,42.00,63.42,220.76, 2.67, 1.63,  73033.81, -4984430.5613, 25695034.5719,  2943574.1580
311110,15,  8, 24297787.3760,28.00,24.68, 45.12, 5.69, 2.95, -26851.71,-17494765.7503,  2265950.2060, 19954618.1672
311110,15,  9, 25957492.9760,21.00, 5.62,201.83,21.63, 4.47, 149169.44,  1523450.2057, 19341109.4574,-18172860.5705
311110,15, 11, 21501014.4890,41.00,64.22, 20.23, 2.65, 1.62,-220437.54,-10865008.5860, 16716847.5510, 17052925.7161
311110,15, 17, 24637667.2390,23.00,21.98,271.46, 6.34, 3.13, -38026.40, 14328079.9816, 21658499.6451,  6288833.0543
311110,15, 22, 24011479.7510,26.00,27.33,118.27, 5.18, 2.80, -82650.72,-24344769.2955, 10272987.2003, -2534258.6599
311110,15, 28, 23811285.0600,16.00,32.98,329.09, 4.37, 2.50, 205261.96,  4477532.3440, 14309560.2504, 22554013.2905
311110,15, 30, 21718500.6020,31.00,58.99,280.62, 2.78, 1.70,  32302.03,   740279.5137, 24080392.1328, 11015348.9576
311110,15, 88, 38266358.6790,35.00,47.07,236.46, 3.26, 1.96, -57975.56,  4359032.6359, 41951011.4914,  -204538.5789
311110,15, 89, 37287603.7300,36.00,65.11,190.11, 2.63, 1.61, -54026.91,-14796625.7037, 39486527.4038,   998765.9781
311110,15, 93, 36832428.1490,31.00,74.47,107.08, 2.48, 1.54, -88311.47,-24302441.3730, 31722825.4603, 12906930.0846
311110,15, 94, 36968231.3630,29.00,76.34,302.80, 2.46, 1.53,  44300.95, -8455497.7021, 36309061.9724, 19996249.4711
311110,15, 96, 36848999.2430,33.00,74.24,342.12, 2.48, 1.54,   5077.91,-11346793.8539, 32569766.4232, 24132478.3176
311110,15, 99, 37698221.0860,38.00,58.63,245.65, 2.80, 1.70, -53424.75,   353155.8299, 41704578.5326,  7026483.6303
311111,15,  1, 21075915.8600,39.00,75.83, 63.07, 2.46, 1.53,  -7896.01,-13483642.3474, 19287659.2223, 11889749.9973
311111,15,  7, 21333571.1000,44.00,63.42,220.75, 2.67, 1.63,  73033.81, -4984833.2536, 25695290.1322,  2940401.3106
311111,15,  8, 24298245.1130,29.00,24.68, 45.13, 5.69, 2.95, -26851.71,-17496515.1660,  2264140.9423, 19953298.8543
311111,15,  9, 25957875.3110,22.00, 5.62,201.82,21.62, 4.48, 149169.44,  1521669.5674, 19339639.2638,-18174578.7005
311111,15, 11, 21501338.1210,43.00,64.21, 20.23, 2.65, 1.62,-220437.54,-10865640.7073, 16714630.2727, 17054627.2691
311111,15, 17, 24637500.9210,24.00,21.98,271.47, 6.33, 3.13, -38026.40, 14327435.2670, 21658082.9888,  6291913.4123
311111,15, 22, 24011274.2750,26.00,27.33,118.26, 5.18, 2.80, -82650.72,-24345228.2969, 10272728.7602, -2531187.7984
311111,15, 28, 23810947.3980,17.00,32.99,329.10, 4.37, 2.50, 205261.97,  4474878.1837, 14310076.8992, 22554221.9340
311111,15, 30, 21718470.5870,34.00,59.00,280.61, 2.78, 1.70,  32302.03,   739574.3804, 24081644.4905, 11012642.9286
311111,15, 88, 38266425.2520,36.00,47.07,236.46, 3.26, 1.96, -57975.57,  4359035.7349, 41951012.1492,  -204454.2700
311111,15, 89, 37287674.7350,37.00,65.11,190.11, 2.63, 1.61, -54026.89,-14796624.7023, 39486529.1072,   998806.5941
311111,15, 93, 36832486.9570,32.00,74.47,107.10, 2.48, 1.54, -88311.47,-24302121.3407, 31723978.8745, 12904655.2505
311111,15, 94, 36968372.1160,29.00,76.33,302.81, 2.46, 1.53,  44300.96, -8454376.8519, 36308132.0402, 19998410.4167
311111,15, 96, 36848979.9250,33.00,74.24,342.12, 2.48, 1.54,   5077.90,-11346947.4575, 32570967.0184, 24130760.4194
311111,15, 99, 37698276.9450,37.00,58.63,245.66, 2.79, 1.70, -53424.76,   354447.5637, 41704148.0856,  7028968.0651
311112,14,  1, 21076097.1150,38.00,75.82, 63.04, 2.46, 1.53,  -7896.01,-13483479.8497, 19286109.4537, 11892445.3929
311112,14,  7, 21333864.1930,44.00,63.41,220.74, 2.67, 1.63,  73033.80, -4985235.8259, 25695545.3273,  2937228.3998
311112,14,  8, 24298694.0020,30.00,24.67, 45.13, 5.68, 2.95, -26851.71,-17498264.5690,  2262331.8987, 19951979.1207
311112,14, 11, 21501661.5610,43.00,64.20, 20.23, 2.65, 1.62,-220437.55,-10866272.9704, 16712412.8058, 17056328.4460
311112,14, 17, 24637337.0110,26.00,21.98,271.47, 6.33, 3.13, -38026.40, 14326790.2679, 21657666.0893,  6294993.6395
311112,14, 22, 24011068.0830,26.00,27.33,118.25, 5.17, 2.80, -82650.73,-24345686.9466, 10272470.2227, -2528116.8829
311112,14, 28, 23810611.9880,19.00,32.99,329.10, 4.37, 2.50, 205261.97,  4472224.0319, 14310593.7243, 22554430.1250
311112,14, 30, 21718433.5930,31.00,59.00,280.59, 2.78, 1.70,  32302.03,   738869.4184, 24082896.5623, 11009936.6640
311112,14, 88, 38266491.8590,36.00,47.07,236.46, 3.25, 1.96, -57975.57,  4359038.8341, 41951012.8067,  -204369.9601
311112,14, 89, 37287745.7570,36.00,65.11,190.11, 2.63, 1.61, -54026.86,-14796623.7008, 39486530.8107,   998847.2047
311112,14, 93, 36832539.6210,32.00,74.47,107.11, 2.47, 1.54, -88311.48,-24301801.1385, 31725132.2401, 12902380.3470
