gps_tow(sec), total_sv, prn, pseudorange(m), snr(dB-Hz), el(deg), az(deg), err_tropo(m), err_iono(m), sat_clk_err(m), sat_pos_x(m), sat_pos_y(m), sat_pos_z(m)
311112,14, 94, 36968509.9730,30.00,76.33,302.82, 2.45, 1.53,  44300.96, -8453256.1378, 36307201.9465, 20000571.2571
311112,14, 96, 36848959.8400,33.00,74.24,342.11, 2.48, 1.54,   5077.90,-11347100.8864, 32572167.6353, 24129042.3918
311112,14, 99, 37698332.6810,37.00,58.63,245.67, 2.79, 1.70, -53424.77,   355739.2348, 41703717.4521,  7031452.4630
311113,14,  1, 21076278.6330,38.00,75.82, 63.01, 2.46, 1.53,  -7896.01,-13483317.3563, 19284559.3453, 11895140.5291
311113,14,  7, 21334157.3050,44.00,63.40,220.72, 2.67, 1.63,  73033.80, -4985638.2793, 25695800.1571,  2934055.4242
311113,14,  8, 24299146.0320,30.00,24.67, 45.14, 5.69, 2.95, -26851.71,-17500013.9602,  2260523.0739, 19950658.9659
311113,14, 11, 21501985.4540,42.00,64.19, 20.24, 2.65, 1.62,-220437.55,-10866905.3745, 16710195.1519, 17058029.2460
311113,14, 17, 24637173.8690,27.00,21.98,271.48, 6.33, 3.13, -38026.40, 14326144.9853, 21657248.9463,  6298073.7344
311113,14, 22, 24010857.8950,26.00,27.34,118.24, 5.17, 2.80, -82650.73,-24346145.2442, 10272211.5882, -2525045.9142
311113,14, 28, 23810274.8500,20.00,33.00,329.11, 4.37, 2.50, 205261.97,  4469569.8896, 14311110.7254, 22554637.8635
311113,14, 30, 21718409.1280,31.00,59.00,280.58, 2.78, 1.70,  32302.03,   738164.6271, 24084148.3486, 11007230.1634
311113,14, 88, 38266558.4840,35.00,47.07,236.46, 3.26, 1.96, -57975.58,  4359041.9333, 41951013.4639,  -204285.6490
311113,14, 89, 37287816.6570,36.00,65.11,190.11, 2.63, 1.61, -54026.84,-14796622.6992, 39486532.5143,   998887.8101
311113,14, 93, 36832599.7370,32.00,74.47,107.13, 2.48, 1.54, -88311.48,-24301480.7666, 31726285.5569, 12900105.3740
311113,14, 94, 36968651.4240,30.00,76.33,302.83, 2.46, 1.53,  44300.97, -8452135.5598, 36306271.6912, 20002731.9921
311113,14, 96, 36848938.3590,33.00,74.24,342.11, 2.48, 1.54,   5077.89,-11347254.1393, 32573368.2736, 24127324.2357
311113,14, 99, 37698388.3990,37.00,58.64,245.68, 2.79, 1.70, -53424.77,   357030.8431, 41703286.6324,  7033936.8238
311114,14,  1, 21076460.1150,38.00,75.81, 62.98, 2.46, 1.53,  -7896.01,-13483154.8677, 19283008.8957, 11897835.4072
311114,14,  7, 21334450.3290,44.00,63.40,220.71, 2.67, 1.63,  73033.80, -4986040.6133, 25696054.6217,  2930882.3845
311114,14,  8, 24299595.3930,30.00,24.67, 45.15, 5.69, 2.95, -26851.71,-17501763.3392,  2258714.4685, 19949338.3902
311114,14, 11, 21502309.2080,42.00,64.18, 20.24, 2.65, 1.62,-220437.55,-10867537.9204, 16707977.3095, 17059729.6699
311114,14, 17, 24637008.3010,27.00,21.99,271.49, 6.33, 3.13, -38026.40, 14325499.4187, 21656831.5600,  6301153.6977
311114,14, 22, 24010648.0390,26.00,27.34,118.24, 5.17, 2.80, -82650.74,-24346603.1905, 10271952.8557, -2521974.8910
311114,14, 28, 23809939.2640,21.00,33.00,329.11, 4.37, 2.50, 205261.97,  4466915.7576, 14311627.9025, 22554845.1493
311114,14, 30, 21718378.5020,31.00,59.00,280.56, 2.78, 1.70,  32302.03,   737460.0058, 24085399.8496, 11004523.4260
311114,14, 88, 38266625.2490,35.00,47.07,236.46, 3.26, 1.96, -57975.59,  4359045.0327, 41951014.1209,  -204201.3369
311114,14, 89, 37287887.7490,36.00,65.11,190.11, 2.63, 1.61, -54026.82,-14796621.6974, 39486534.2179,   998928.4101
311114,14, 93, 36832655.0020,32.00,74.47,107.15, 2.48, 1.54, -88311.48,-24301160.2254, 31727438.8247, 12897830.3310
311114,14, 94, 36968793.8180,30.00,76.32,302.84, 2.46, 1.53,  44300.98, -8451015.1179, 36305341.2745, 20004892.6218
311114,14, 96, 36848916.7550,33.00,74.25,342.10, 2.48, 1.54,   5077.88,-11347407.2168, 32574568.9334, 24125605.9506
311114,14, 99, 37698444.2920,37.00,58.64,245.69, 2.79, 1.70, -53424.78,   358322.3881, 41702855.6261,  7036421.1481
311115,14,  1, 21076642.1380,37.00,75.81, 62.95, 2.46, 1.53,  -7896.01,-13482992.3835, 19281458.1062, 11900530.0260
311115,14,  7, 21334743.7720,43.00,63.39,220.69, 2.67, 1.63,  73033.80, -4986442.8280, 25696308.7210,  2927709.2809
311115,14,  8, 24300044.8410,29.00,24.66, 45.15, 5.69, 2.95, -26851.71,-17503512.7058,  2256906.0827, 19948017.3936
311115,14, 11, 21502633.1720,41.00,64.18, 20.24, 2.65, 1.62,-220437.55,-10868170.6073, 16705759.2802, 17061429.7167
311115,14, 17, 24636843.8680,26.00,21.99,271.50, 6.33, 3.13, -38026.40, 14324853.5675, 21656413.9307,  6304233.5300
311115,14, 22, 24010436.4550,25.00,27.35,118.23, 5.18, 2.80, -82650.74,-24347060.7851, 10271694.0257, -2518903.8140
311115,14, 28, 23809603.2430,20.00,33.01,329.12, 4.37, 2.50, 205261.98,  4464261.6344, 14312145.2559, 22555051.9827
311115,14, 30, 21718350.9310,31.00,59.00,280.54, 2.78, 1.70,  32302.02,   736755.5557, 24086651.0648, 11001816.4533
311115,14, 88, 38266691.9790,35.00,47.07,236.46, 3.26, 1.96, -57975.60,  4359048.1321, 41951014.7777,  -204117.0236
311115,14, 89, 37287958.7890,36.00,65.11,190.11, 2.63, 1.61, -54026.80,-14796620.6954, 39486535.9216,   998969.0049
311115,14, 93, 36832712.7620,32.00,74.47,107.16, 2.48, 1.54, -88311.49,-24300839.5140, 31728592.0439, 12895555.2191
311115,14, 94, 36968933.8040,30.00,76.32,302.86, 2.46, 1.53,  44300.98, -8449894.8123, 36304410.6963, 20007053.1462
311115,14, 96, 36848895.8850,33.00,74.25,342.10, 2.48, 1.54,   5077.87,-11347560.1189, 32575769.6146, 24123887.5366
311115,14, 99, 37698500.2900,37.00,58.64,245.70, 2.79, 1.70, -53424.78,   359613.8706, 41702424.4337,  7038905.4347
311116,14,  1, 21076823.9870,37.00,75.80, 62.92, 2.46, 1.53,  -7896.01,-13482829.9043, 19279906.9756, 11903224.3865
311116,14,  7, 21335037.0050,43.00,63.38,220.68, 2.67, 1.63,  73033.79, -4986844.9234, 25696562.4550,  2924536.1134
311116,14,  8, 24300491.9330,28.00,24.66, 45.16, 5.70, 2.95, -26851.71,-17505262.0595,  2255097.9171, 19946695.9765
311116,14, 11, 21502957.1000,41.00,64.17, 20.25, 2.65, 1.62,-220437.55,-10868803.4360, 16703541.0626, 17063129.3873
311116,14, 17, 24636677.2180,27.00,21.99,271.50, 6.34, 3.13, -38026.39, 14324207.4327, 21655996.0580,  6307313.2298
311116,14, 22, 24010224.0160,24.00,27.35,118.22, 5.18, 2.79, -82650.74,-24347518.0280, 10271435.0981, -2515832.6834
311116,14, 28, 23809267.0820,20.00,33.01,329.12, 4.37, 2.50, 205261.98,  4461607.5207, 14312662.7853, 22555258.3635
311116,14, 30, 21718321.3700,30.00,59.01,280.53, 2.79, 1.70,  32302.02,   736051.2756, 24087901.9945, 10999109.2439
311116,14, 88, 38266758.7430,35.00,47.07,236.46, 3.26, 1.96, -57975.61,  4359051.2310, 41951015.4342,  -204032.7093
311116,14, 89, 37288029.7940,36.00,65.11,190.11, 2.63, 1.61, -54026.78,-14796619.6933, 39486537.6255,   999009.5943
311116,14, 93, 36832770.4180,32.00,74.47,107.18, 2.48, 1.54, -88311.49,-24300518.6328, 31729745.2142, 12893280.0379
311116,14, 94, 36969077.0880,30.00,76.32,302.87, 2.46, 1.53,  44300.99, -8448774.6428, 36303479.9566, 20009213.5653
311116,14, 96, 36848875.3640,33.00,74.25,342.09, 2.48, 1.54,   5077.86,-11347712.8462, 32576970.3173, 24122168.9933
311116,14, 99, 37698556.1660,37.00,58.64,245.70, 2.80, 1.70, -53424.79,   360905.2903, 41701993.0549,  7041389.6843
311117,14,  1, 21077006.2020,36.00,75.80, 62.90, 2.47, 1.53,  -7896.01,-13482667.4296, 19278355.5053, 11905918.4875
311117,14,  7, 21335330.3610,43.00,63.38,220.67, 2.67, 1.63,  73033.79, -4987246.8995, 25696815.8236,  2921362.8821
311117,14,  8, 24300940.9440,28.00,24.65, 45.16, 5.70, 2.96, -26851.71,-17507011.4013,  2253289.9704, 19945374.1382
311117,14, 11, 21503281.4120,41.00,64.16, 20.25, 2.66, 1.62,-220437.55,-10869436.4057, 16701322.6582, 17064828.6808
311117,14, 17, 24636509.1380,26.00,22.00,271.51, 6.34, 3.13, -38026.39, 14323561.0138, 21655577.9422,  6310392.7978
311117,14, 22, 24010014.9280,24.00,27.35,118.21, 5.18, 2.79, -82650.75,-24347974.9193, 10271176.0729, -2512761.4991
311117,14, 28, 23808929.9610,21.00,33.02,329.13, 4.38, 2.50, 205261.98,  4458953.4168, 14313180.4908, 22555464.2917
311117,14, 30, 21718292.2810,30.00,59.01,280.51, 2.79, 1.70,  32302.02,   735347.1667, 24089152.6382, 10996401.7994
311117,14, 88, 38266825.3850,35.00,47.07,236.46, 3.26, 1.96, -57975.61,  4359054.3306, 41951016.0904,  -203948.3939
311117,14, 89, 37288100.8860,36.00,65.11,190.11, 2.64, 1.61, -54026.76,-14796618.6910, 39486539.3293,   999050.1785
311117,14, 93, 36832827.6200,32.00,74.47,107.19, 2.48, 1.54, -88311.50,-24300197.5819, 31730898.3357, 12891004.7872
311117,14, 94, 36969216.8990,30.00,76.31,302.88, 2.46, 1.53,  44301.00, -8447654.6095, 36302549.0555, 20011373.8790
311117,14, 96, 36848854.7720,33.00,74.26,342.08, 2.48, 1.54,   5077.86,-11347865.3975, 32578171.0413, 24120450.3215
311117,14, 99, 37698612.2850,37.00,58.64,245.71, 2.80, 1.70, -53424.80,   362196.6471, 41701561.4898,  7043873.8968
311118,14,  1, 21077188.4520,36.00,75.79, 62.87, 2.47, 1.53,  -7896.02,-13482504.9599, 19276803.6939, 11908612.3301
311118,14,  7, 21335623.8910,43.00,63.37,220.65, 2.68, 1.63,  73033.79, -4987648.7564, 25697068.8269,  2918189.5871
311118,14,  8, 24301386.8150,27.00,24.65, 45.17, 5.71, 2.96, -26851.71,-17508760.7306,  2251482.2432, 19944051.8792
311118,14, 11, 21503605.4630,41.00,64.15, 20.26, 2.66, 1.62,-220437.55,-10870069.5173, 16699104.0656, 17066527.5980
311118,14, 17, 24636340.2020,26.00,22.00,271.52, 6.34, 3.13, -38026.39, 14322914.3102, 21655159.5836,  6313472.2347
311118,14, 22, 24009806.4680,24.00,27.36,118.21, 5.19, 2.79, -82650.75,-24348431.4589, 10270916.9500, -2509690.2612
311118,14, 28, 23808591.9680,21.00,33.02,329.13, 4.38, 2.50, 205261.99,  4456299.3236, 14313698.3722, 22555669.7674
311118,14, 30, 21718260.7310,30.00,59.01,280.50, 2.79, 1.70,  32302.02,   734643.2282, 24090402.9962, 10993694.1190
311118,14, 88, 38266892.0800,35.00,47.07,236.46, 3.27, 1.96, -57975.62,  4359057.4304, 41951016.7464,  -203864.0774
311118,14, 89, 37288172.2930,35.00,65.11,190.11, 2.64, 1.61, -54026.73,-14796617.6885, 39486541.0333,   999090.7573
311118,14, 93, 36832885.1710,31.00,74.47,107.21, 2.48, 1.54, -88311.50,-24299876.3612, 31732051.4083, 12888729.4672
311118,14, 94, 36969355.8900,29.00,76.31,302.89, 2.46, 1.53,  44301.01, -8446534.7124, 36301617.9930, 20013534.0873
311118,14, 96, 36848834.2330,32.00,74.26,342.08, 2.49, 1.54,   5077.85,-11348017.7733, 32579371.7868, 24118731.5207
311118,14, 99, 37698668.2130,37.00,58.64,245.72, 2.80, 1.70, -53424.80,   363487.9405, 41701129.7383,  7046358.0727
311119,14,  1, 21077371.1560,36.00,75.79, 62.84, 2.47, 1.53,  -7896.02,-13482342.4948, 19275251.5427, 11911305.9132
311119,14,  7, 21335917.3860,42.00,63.36,220.64, 2.68, 1.63,  73033.79, -4988050.4942, 25697321.4648,  2915016.2284
311119,14,  8, 24301833.8370,26.00,24.64, 45.18, 5.71, 2.96, -26851.71,-17510510.0473,  2249674.7356, 19942729.1994
311119,14, 11, 21503929.8800,40.00,64.14, 20.26, 2.66, 1.62,-220437.56,-10870702.7699, 16696885.2862, 17068226.1380
311119,14, 17, 24636171.7200,25.00,22.00,271.53, 6.35, 3.13, -38026.39, 14322267.3230, 21654740.9817,  6316551.5388
311119,14, 22, 24009598.7050,24.00,27.36,118.20, 5.19, 2.79, -82650.76,-24348887.6469, 10270657.7294, -2506618.9698
311119,14, 28, 23808252.6480,21.00,33.03,329.14, 4.38, 2.50, 205261.99,  4453645.2393, 14314216.4298, 22555874.7905
311119,14, 30, 21718233.4040,30.00,59.01,280.48, 2.79, 1.70,  32302.02,   733939.4596, 24091653.0687, 10990986.2021
311119,14, 88, 38266958.8620,35.00,47.07,236.46, 3.27, 1.96, -57975.63,  4359060.5303, 41951017.4021,  -203779.7598
311119,14, 89, 37288243.0010,35.00,65.11,190.11, 2.64, 1.61, -54026.71,-14796616.6859, 39486542.7374,   999131.3308
311119,14, 93, 36832942.7040,31.00,74.47,107.22, 2.49, 1.54, -88311.51,-24299554.9713, 31733204.4318, 12886454.0772
311119,14, 94, 36969494.0430,29.00,76.31,302.90, 2.46, 1.53,  44301.01, -8445414.9516, 36300686.7690, 20015694.1903
311119,14, 96, 36848813.9390,32.00,74.26,342.07, 2.49, 1.54,   5077.84,-11348169.9744, 32580572.5536, 24117012.5907
311119,14, 99, 37698723.9670,37.00,58.64,245.73, 2.80, 1.70, -53424.81,   364779.1713, 41700697.8006,  7048842.2109
311120,14,  1, 21077554.0690,36.00,75.78, 62.81, 2.47, 1.53,  -7896.02,-13482180.0343, 19273699.0518, 11913999.2365
311120,14,  7, 21336211.1080,42.00,63.36,220.63, 2.68, 1.63,  73033.78, -4988452.1123, 25697573.7373,  2911842.8068
311120,14,  8, 24302287.3330,26.00,24.64, 45.18, 5.71, 2.96, -26851.71,-17512259.3504,  2247867.4492, 19941406.0996
311120,14, 11, 21504254.5410,40.00,64.14, 20.26, 2.66, 1.62,-220437.56,-10871336.1640, 16694666.3194, 17069924.3012
311120,14, 17, 24636007.0080,24.00,22.01,271.54, 6.35, 3.12, -38026.39, 14321620.0521, 21654322.1367,  6319630.7102
311120,14, 22, 24009390.4890,22.00,27.36,118.19, 5.19, 2.79, -82650.76,-24349343.4829, 10270398.4116, -2503547.6257
311120,14, 28, 23807913.8180,20.00,33.03,329.14, 4.38, 2.50, 205261.99,  4450991.1658, 14314734.6633, 22556079.3610
311120,14, 30, 21718207.0370,30.00,59.01,280.46, 2.79, 1.70,  32302.02,   733235.8627, 24092902.8547, 10988278.0509
311120,14, 88, 38267025.3820,35.00,47.07,236.46, 3.27, 1.96, -57975.64,  4359063.6311, 41951018.0575,  -203695.4412
311120,14, 89, 37288314.5120,36.00,65.11,190.11, 2.64, 1.61, -54026.69,-14796615.6825, 39486544.4417,   999171.8991
311120,14, 93, 36833000.4640,31.00,74.47,107.24, 2.49, 1.54, -88311.51,-24299233.4107, 31734357.4067, 12884178.6190
311120,14, 94, 36969634.3780,29.00,76.30,302.92, 2.47, 1.53,  44301.02, -8444295.3268, 36299755.3841, 20017854.1874
311120,14, 96, 36848793.3470,32.00,74.27,342.07, 2.49, 1.54,   5077.83,-11348321.9989, 32581773.3416, 24115293.5325
311120,14, 99, 37698779.8950,37.00,58.64,245.74, 2.80, 1.70, -53424.82,   366070.3396, 41700265.6768,  7051326.3114
311121,14,  1, 21077737.1040,36.00,75.78, 62.78, 2.47, 1.53,  -7896.02,-13482017.5793, 19272146.2193, 11916692.3019
311121,14,  7, 21336504.7780,42.00,63.35,220.61, 2.68, 1.63,  73033.78, -4988853.6119, 25697825.6444,  2908669.3210
311121,14,  8, 24302734.7220,26.00,24.64, 45.19, 5.72, 2.96, -26851.71,-17514008.6417,  2246060.3809, 19940082.5784
311121,14, 11, 21504579.3420,40.00,64.13, 20.27, 2.66, 1.62,-220437.56,-10871969.6996, 16692447.1654, 17071622.0876
311121,14, 17, 24635842.0860,23.00,22.01,271.54, 6.35, 3.12, -38026.39, 14320972.4960, 21653903.0491,  6322709.7510
311121,14, 22, 24009184.8910,22.00,27.37,118.18, 5.19, 2.79, -82650.76,-24349798.9676, 10270138.9954, -2500476.2275
311121,14, 28, 23807571.1300,19.00,33.04,329.15, 4.38, 2.50, 205262.00,  4448337.1013, 14315253.0730, 22556283.4790
311121,14, 30, 21718176.1150,30.00,59.02,280.45, 2.79, 1.70,  32302.02,   732532.4350, 24094152.3555, 10985569.6627
311121,14, 88, 38267092.0600,35.00,47.07,236.46, 3.27, 1.96, -57975.65,  4359066.7312, 41951018.7127,  -203611.1214
311121,14, 89, 37288385.2550,35.00,65.11,190.11, 2.64, 1.61, -54026.67,-14796614.6796, 39486546.1459,   999212.4620
311121,14, 93, 36833057.9800,31.00,74.47,107.25, 2.49, 1.54, -88311.52,-24298911.6809, 31735510.3324, 12881903.0908
311121,14, 94, 36969776.4050,29.00,76.30,302.93, 2.47, 1.53,  44301.03, -8443175.8386, 36298823.8375, 20020014.0796
311121,14, 96, 36848772.5990,32.00,74.27,342.06, 2.49, 1.54,   5077.82,-11348473.8485, 32582974.1510, 24113574.3451
311121,14, 99, 37698835.7350,37.00,58.64,245.75, 2.80, 1.70, -53424.82,   367361.4444, 41699833.3665,  7053810.3753
311122,14,  1, 21077920.1400,36.00,75.77, 62.75, 2.47, 1.53,  -7896.02,-13481855.1291, 19270593.0471, 11919385.1075
311122,14,  7, 21336798.6220,42.00,63.34,220.60, 2.68, 1.63,  73033.78, -4989254.9919, 25698077.1861,  2905495.7724
311122,14,  8, 24303185.8970,26.00,24.63, 45.19, 5.72, 2.96, -26851.71,-17515757.9203,  2244253.5323, 19938758.6365
311122,14, 11, 21504903.8990,40.00,64.12, 20.27, 2.66, 1.62,-220437.56,-10872603.3772, 16690227.8233, 17073319.4975
311122,14, 17, 24635675.7330,23.00,22.01,271.55, 6.35, 3.12, -38026.39, 14320324.6561, 21653483.7185,  6325788.6589
311122,14, 22, 24008976.9540,21.00,27.37,118.17, 5.19, 2.79, -82650.77,-24350254.1007, 10269879.4813, -2497404.7761
311122,14, 28, 23807232.7880,19.00,33.04,329.15, 4.39, 2.50, 205262.00,  4445683.0478, 14315771.6585, 22556487.1444
311122,14, 30, 21718152.8190,30.00,59.02,280.43, 2.80, 1.70,  32302.02,   731829.1783, 24095401.5700, 10982861.0396
311122,14, 88, 38267158.4230,35.00,47.07,236.46, 3.27, 1.96, -57975.65,  4359069.8314, 41951019.3677,  -203526.8006
311122,14, 89, 37288456.1730,35.00,65.11,190.11, 2.64, 1.61, -54026.65,-14796613.6766, 39486547.8502,   999253.0196
311122,14, 93, 36833115.2870,31.00,74.47,107.27, 2.49, 1.54, -88311.52,-24298589.7814, 31736663.2092, 12879627.4934
311122,14, 94, 36969918.8160,29.00,76.30,302.94, 2.47, 1.53,  44301.03, -8442056.4867, 36297892.1295, 20022173.8664
311122,14, 96, 36848751.7460,32.00,74.27,342.06, 2.49, 1.54,   5077.81,-11348625.5227, 32584174.9817, 24111855.0288
311122,14, 99, 37698891.6110,37.00,58.64,245.76, 2.81, 1.70, -53424.83,   368652.4861, 41699400.8700,  7056294.4021
311123,14,  1, 21078103.4370,36.00,75.77, 62.72, 2.47, 1.53,  -7896.02,-13481692.6842, 19269039.5341, 11922077.6546
311123,14,  7, 21337092.6930,42.00,63.34,220.58, 2.68, 1.63,  73033.78, -4989656.2535, 25698328.3622,  2902322.1597
311123,14,  8, 24303637.2650,27.00,24.63, 45.20, 5.72, 2.96, -26851.71,-17517507.1857,  2242446.9042, 19937434.2743
311123,14, 11, 21505228.7000,40.00,64.11, 20.28, 2.66, 1.62,-220437.56,-10873237.1958, 16688008.2948, 17075016.5300
311123,14, 17, 24635510.9330,23.00,22.01,271.56, 6.35, 3.12, -38026.38, 14319676.5320, 21653064.1450,  6328867.4346
311123,14, 22, 24008771.9490,21.00,27.37,118.17, 5.19, 2.79, -82650.77,-24350708.8822, 10269619.8694, -2494333.2713
311123,14, 28, 23806892.4210,18.00,33.05,329.16, 4.38, 2.50, 205262.00,  4443029.0035, 14316290.4202, 22556690.3572
311123,14, 30, 21718122.3330,30.00,59.02,280.42, 2.79, 1.70,  32302.01,   731126.0919, 24096650.4985, 10980152.1809
311123,14, 88, 38267225.2570,35.00,47.07,236.47, 3.27, 1.96, -57975.66,  4359072.9318, 41951020.0224,  -203442.4787
311123,14, 89, 37288527.0910,35.00,65.11,190.11, 2.64, 1.61, -54026.62,-14796612.6734, 39486549.5546,   999293.5719
311123,14, 93, 36833172.6450,31.00,74.47,107.28, 2.49, 1.54, -88311.52,-24298267.7122, 31737816.0370, 12877351.8266
311123,14, 94, 36970057.6680,29.00,76.30,302.95, 2.47, 1.53,  44301.04, -8440937.2712, 36296960.2601, 20024333.5477
311123,14, 96, 36848731.2070,32.00,74.27,342.05, 2.49, 1.54,   5077.81,-11348777.0221, 32585375.8337, 24110135.5833
311123,14, 99, 37698947.6610,37.00,58.64,245.76, 2.81, 1.70, -53424.84,   369943.4644, 41698968.1871,  7058778.3923
311124,14,  1, 21078286.8560,35.00,75.76, 62.69, 2.47, 1.53,  -7896.02,-13481530.2442, 19267485.6814, 11924769.9416
311124,14,  7, 21337386.8170,42.00,63.33,220.57, 2.68, 1.63,  73033.77, -4990057.3962, 25698579.1729,  2899148.4836
311124,14,  8, 24304089.0680,27.00,24.62, 45.21, 5.72, 2.96, -26851.71,-17519256.4386,  2240640.4951, 19936109.4912
311124,14, 11, 21505553.6570,40.00,64.11, 20.28, 2.66, 1.63,-220437.56,-10873871.1560, 16685788.5791, 17076713.1857
311124,14, 17, 24635345.4170,24.00,22.02,271.57, 6.35, 3.12, -38026.38, 14319028.1236, 21652644.3288,  6331946.0781
311124,14, 22, 24008567.7990,21.00,27.38,118.16, 5.19, 2.79, -82650.78,-24351163.3120, 10269360.1595, -2491261.7134
311124,14, 28, 23806550.9380,16.00,33.05,329.16, 4.38, 2.50, 205262.00,  4440374.9694, 14316809.3580, 22556893.1175
311124,14, 30, 21718096.6990,30.00,59.02,280.40, 2.80, 1.70,  32302.01,   730423.1753, 24097899.1413, 10977443.0861
311124,14, 88, 38267292.1440,35.00,47.07,236.47, 3.27, 1.96, -57975.67,  4359076.0322, 41951020.6769,  -203358.1557
311124,14, 89, 37288598.2180,35.00,65.11,190.11, 2.64, 1.61, -54026.60,-14796611.6700, 39486551.2590,   999334.1189
311124,14, 93, 36833230.1260,31.00,74.47,107.30, 2.49, 1.54, -88311.53,-24297945.4737, 31738968.8156, 12875076.0899
311124,14, 94, 36970199.4860,29.00,76.29,302.96, 2.47, 1.53,  44301.05, -8439818.1920, 36296028.2295, 20026493.1237
311124,14, 96, 36848710.8250,32.00,74.28,342.05, 2.49, 1.54,   5077.80,-11348928.3455, 32586576.7068, 24108416.0093
311124,14, 99, 37699003.9730,37.00,58.64,245.77, 2.81, 1.70, -53424.84,   371234.3800, 41698535.3181,  7061262.3447
311125,14,  1, 21078470.4150,36.00,75.76, 62.66, 2.47, 1.53,  -7896.03,-13481367.8096, 19265931.4878, 11927461.9700
311125,14,  7, 21337681.1320,43.00,63.32,220.56, 2.68, 1.63,  73033.77, -4990458.4200, 25698829.6180,  2895974.7443
311125,14,  8, 24304541.8840,28.00,24.62, 45.21, 5.72, 2.96, -26851.71,-17521005.6786,  2238834.3058, 19934784.2875
311125,14, 11, 21505878.4760,40.00,64.10, 20.28, 2.66, 1.63,-220437.56,-10874505.2581, 16683568.6756, 17078409.4647
311125,14, 17, 24635179.2910,24.00,22.02,271.57, 6.35, 3.12, -38026.38, 14318379.4304, 21652224.2700,  6335024.5899
311125,14, 22, 24008367.2960,22.00,27.38,118.15, 5.19, 2.79, -82650.78,-24351617.3900, 10269100.3521, -2488190.1032
311125,14, 28, 23806211.0600,15.00,33.06,329.17, 4.38, 2.50, 205262.01,  4437720.9455, 14317328.4717, 22557095.4252
311125,14, 30, 21718069.2670,30.00,59.02,280.39, 2.79, 1.70,  32302.01,   729720.4296, 24099147.4977, 10974733.7565
311125,14, 88, 38267358.9610,35.00,47.07,236.47, 3.27, 1.96, -57975.68,  4359079.1328, 41951021.3311,  -203273.8316
311125,14, 89, 37288669.4840,35.00,65.11,190.11, 2.64, 1.61, -54026.58,-14796610.6665, 39486552.9636,   999374.6607
311125,14, 93, 36833287.7650,31.00,74.47,107.31, 2.49, 1.54, -88311.53,-24297623.0651, 31740121.5452, 12872800.2845
311125,14, 94, 36970340.6750,29.00,76.29,302.97, 2.47, 1.53,  44301.05, -8438699.2492, 36295096.0376, 20028652.5942
311125,14, 96, 36848690.6010,32.00,74.28,342.04, 2.49, 1.54,   5077.79,-11349079.4934, 32587777.6011, 24106696.3064
